,房屋名称,房屋链接,房屋位置,房屋位置链接,楼层,建造时间,几室几厅,房屋面积,朝向,关注人数,发布时间
800,锦江城市花园二期中间楼层对中庭,https://cd.ke.com/ershoufang/20020617710100109075.html,锦江城市花园二期,https://cd.ke.com/xiaoqu/1611041538906/,低楼层(共34层),2010年建,2室1厅,51.15平米,西南,31,1月前发布
801,户型方正，客厅带阳台，视野开阔,https://cd.ke.com/ershoufang/20020617710100101847.html,ICC凯旋门,https://cd.ke.com/xiaoqu/1611877458128788/,高楼层(共43层),2018年建,3室2厅,133.72平米,北,4,1月前发布
802,瑞升望江橡树林三期3室1厅北东,https://cd.ke.com/ershoufang/20020617710100101778.html,瑞升望江橡树林三期,https://cd.ke.com/xiaoqu/1620042888152255/,高楼层(共39层),2017年建,3室1厅,96.28平米,北东,18,1月前发布
803,卓锦城四期（千树郡）房源情况简单介绍,https://cd.ke.com/ershoufang/20020517710100121594.html,卓锦城四期,https://cd.ke.com/xiaoqu/1611047075462/,高楼层(共24层),2010年建,2室2厅,88.47平米,东北,10,1月前发布
804,锦江国际标准精装套三，保养很好。业主诚心。,https://cd.ke.com/ershoufang/20020517710100121197.html,锦江国际花园,https://cd.ke.com/xiaoqu/1611062710807/,中楼层(共34层),2016年建,3室2厅,84.69平米,东,9,1月前发布
805,锦馨家园套二业主自住装修户型方正,https://cd.ke.com/ershoufang/20020517710100120543.html,锦馨家园A区,https://cd.ke.com/xiaoqu/3011052683437/,高楼层(共18层),2006年建,2室2厅,85.36平米,东南,5,1月前发布
806,沙河壹号精装套三户型方正采光好,https://cd.ke.com/ershoufang/20020517710100113768.html,沙河壹号二期,https://cd.ke.com/xiaoqu/3011053579030/,中楼层(共34层),2013年建,3室2厅,84.44平米,东,0,1月前发布
807,人居锦尚春天西南朝向安静套三急售,https://cd.ke.com/ershoufang/20020517710100109514.html,人居锦尚春天A区,https://cd.ke.com/xiaoqu/168800539259516/,高楼层(共34层)3室2厅,89.38平米,西南,,,56,1月前发布
808,！！！主卧带衣帽间，对公园，安静视野好,https://cd.ke.com/ershoufang/20020517710100106020.html,万科金润华府,https://cd.ke.com/xiaoqu/1611057882526/,低楼层(共35层),2012年建,2室2厅,64.87平米,西南,1,1月前发布
809,卓锦城四期2室1厅西南,https://cd.ke.com/ershoufang/20020517710100101448.html,卓锦城四期,https://cd.ke.com/xiaoqu/1611047075462/,中楼层(共24层),2010年建,2室1厅,89.89平米,西南,0,1月前发布
810,上东家园标准套二户型，采光好，空间大,https://cd.ke.com/ershoufang/20020517710100101241.html,上东家园,https://cd.ke.com/xiaoqu/3011053437765/,高楼层(共6层),2006年建,2室1厅,76.87平米,南北,0,1月前发布
811,精装套二，采光足，配套设施完善，交通便利，满五唯一,https://cd.ke.com/ershoufang/20020417710100123786.html,锦江城市花园一期,https://cd.ke.com/xiaoqu/1611041539854/,中楼层(共34层),2009年建,2室1厅,51.75平米,东南,0,1月前发布
812,俊发星雅俊园2室1厅南,https://cd.ke.com/ershoufang/20020417710100121595.html,俊发星雅俊园,https://cd.ke.com/xiaoqu/1611060973372/,高楼层(共33层),2015年建,2室1厅,69.65平米,南,7,1月前发布
813,万达旁爱家丽苑满2年精装修套二价格可谈业主诚心出售,https://cd.ke.com/ershoufang/20020417710100119127.html,爱家丽苑,https://cd.ke.com/xiaoqu/3011054116683/,低楼层(共11层),2004年建,2室2厅,87.55平米,东南,15,1月前发布
814,锦江区沙河边次新房满二年对中庭环境好,https://cd.ke.com/ershoufang/20020417710100113872.html,望江锦园,https://cd.ke.com/xiaoqu/1611058001960/,低楼层(共33层),2014年建,3室2厅,93.1平米,东北,26,1月前发布
815,绿地锦天府3室2厅南,https://cd.ke.com/ershoufang/20020417710100110526.html,绿地锦天府,https://cd.ke.com/xiaoqu/1611047571588/,中楼层(共30层),2014年建,3室2厅,270.98平米,南,7,1月前发布
816,蓝谷地三四期2室2厅东南,https://cd.ke.com/ershoufang/20020417710100103145.html,蓝谷地三四期,https://cd.ke.com/xiaoqu/3011053385423/,高楼层(共13层),2008年建,2室2厅,90.38平米,东南,1,1月前发布
817,粼江峰阁3室1厅东南,https://cd.ke.com/ershoufang/20020417710100101134.html,粼江峰阁,https://cd.ke.com/xiaoqu/1611041574572/,中楼层(共29层),2006年建,3室1厅,147.95平米,东南,1,1月前发布
818,俊发星雅俊园1室1厅南,https://cd.ke.com/ershoufang/20020317710100113299.html,俊发星雅俊园,https://cd.ke.com/xiaoqu/1611060973372/,低楼层(共37层),2015年建,1室1厅,37.85平米,南,0,1月前发布
819,红星路跃层，明厨明卫带花园，采光好。,https://cd.ke.com/ershoufang/20020317710100112680.html,天涯庭苑,https://cd.ke.com/xiaoqu/3011053674847/,高楼层(共18层),2006年建,4室2厅,163.92平米,南,2,1月前发布
820,装修套二带阳台，中间楼层对中庭，采光好，看房方便,https://cd.ke.com/ershoufang/20020317710100110850.html,卓锦城二期,https://cd.ke.com/xiaoqu/1611047071451/,低楼层(共24层),2008年建,2室1厅,95.12平米,南,1,1月前发布
821,业主急售万科金润华府套三双卫精装修,https://cd.ke.com/ershoufang/20020317710100110474.html,万科金润华府,https://cd.ke.com/xiaoqu/1611057882526/,低楼层(共35层),2012年建,3室1厅,88平米,东南,15,1月前发布
822,首开龙湖天璞3室2厅南北,https://cd.ke.com/ershoufang/20020317710100109699.html,首开龙湖天璞,https://cd.ke.com/xiaoqu/1620025266079208/,低楼层(共30层),2020年建,3室2厅,73平米,南北,1,1月前发布
823,绿地468云玺五期2室1厅东北,https://cd.ke.com/ershoufang/20020317710100109055.html,绿地468云玺五期,https://cd.ke.com/xiaoqu/1620026673981109/,高楼层(共39层)2室1厅,77.23平米,东北,,,0,1月前发布
824,精装修套二，带中央空调，带家具家电,https://cd.ke.com/ershoufang/20020317710100108117.html,ICC凯旋门,https://cd.ke.com/xiaoqu/1611877458128788/,低楼层(共43层),2018年建,2室2厅,90平米,西南,4,1月前发布
825,房东很诚心优质好房正在装修中,https://cd.ke.com/ershoufang/20020317710100104223.html,环球汇蔚然,https://cd.ke.com/xiaoqu/1620025408694359/,低楼层(共35层),2019年建,1室1厅,34平米,东南,3,1月前发布
826,金融城三期旁中港套二业主诚心出售,https://cd.ke.com/ershoufang/20020317710100103618.html,中港悦蓉府,https://cd.ke.com/xiaoqu/1614826032083808/,高楼层(共34层),2013年建,2室2厅,70.3平米,北,32,1月前发布
827,满二高楼层套三，视野好，近地铁,https://cd.ke.com/ershoufang/20020317710100100764.html,华润幸福里二期,https://cd.ke.com/xiaoqu/1611060836544/,高楼层(共32层),2015年建,3室2厅,89.11平米,东南,15,1月前发布
828,"华润凯旋天地，套三单卫,采光好,视野开阔",https://cd.ke.com/ershoufang/20020217710100107639.html,华润凯旋天地,https://cd.ke.com/xiaoqu/1611063461001/,低楼层(共33层),2015年建,3室1厅,78.39平米,东南,6,1月前发布
829,新莲馨套二，顶楼带花园，看房方便,https://cd.ke.com/ershoufang/20020217710100106449.html,新莲馨,https://cd.ke.com/xiaoqu/1611041885136/,高楼层(共6层),2004年建,2室1厅,83.82平米,东南,0,1月前发布
830,塔子山壹号4室2厅西南,https://cd.ke.com/ershoufang/20020217710100105190.html,塔子山壹号,https://cd.ke.com/xiaoqu/1611058895651/,低楼层(共33层),2015年建,4室2厅,159.23平米,西南,1,1月前发布
831,业主自住，比较犹豫，看疫情过后的市场，再决定调价,https://cd.ke.com/ershoufang/20020217710100103416.html,莲花逸都,https://cd.ke.com/xiaoqu/1611041521442/,中楼层(共34层),2009年建,2室2厅,85.9平米,东南,0,1月前发布
832,华润凯旋天地2室1厅东南,https://cd.ke.com/ershoufang/20020217710100102997.html,华润凯旋天地,https://cd.ke.com/xiaoqu/1611063461001/,低楼层(共26层),2015年建,2室1厅,59.84平米,东南,4,1月前发布
833,鑫苑名家二期对中庭套二满两年精装修,https://cd.ke.com/ershoufang/20020217710100102081.html,鑫苑名家二期,https://cd.ke.com/xiaoqu/1611047301096/,中楼层(共34层),2012年建,2室1厅,64.62平米,东南,0,1月前发布
834,上海东韵2室1厅南,https://cd.ke.com/ershoufang/20020217710100101329.html,上海东韵,https://cd.ke.com/xiaoqu/1611043073259/,高楼层(共30层),2012年建,2室1厅,82.95平米,南,1,1月前发布
835,莲花新区，标准套三，户型方正，,https://cd.ke.com/ershoufang/20020217710100101268.html,莲花新区,https://cd.ke.com/xiaoqu/1611041519968/,中楼层(共7层),2002年建,3室1厅,98.24平米,东南,1,1月前发布
836,上东锦城B区2室1厅东北,https://cd.ke.com/ershoufang/20020117710100106770.html,上东锦城B区,https://cd.ke.com/xiaoqu/3011053450322/,中楼层(共18层),2008年建,2室1厅,86.19平米,东北,2,1月前发布
837,绿地468三期，清水套三对小区中庭，户型方正,https://cd.ke.com/ershoufang/20020117710100102359.html,绿地468公馆三期,https://cd.ke.com/xiaoqu/167305930748357/,中楼层(共25层),2015年建,3室1厅,89平米,西南,8,1月前发布
838,套三双卫，带家具家电出售，看房预约,https://cd.ke.com/ershoufang/20013117710100108290.html,华宇嘉苑,https://cd.ke.com/xiaoqu/1620030213049725/,中楼层(共30层)3室2厅,130.77平米,东南,,,15,1月前发布
839,锦江区三环内商品房小高层标准套二,https://cd.ke.com/ershoufang/20013117710100105956.html,紫东梵谷,https://cd.ke.com/xiaoqu/3011053393070/,低楼层(共18层),2007年建,2室1厅,78.7平米,东南,2,1月前发布
840,盐市口天府广场旁2楼套4多层141.95平米,https://cd.ke.com/ershoufang/20013117710100105698.html,新光华街9号,https://cd.ke.com/xiaoqu/3011052263163/,低楼层(共6层),2000年建,4室1厅,141.95平米,南,5,1月前发布
841,茂业豪园1室1厅东北,https://cd.ke.com/ershoufang/20013117710100101973.html,茂业豪园,https://cd.ke.com/xiaoqu/1620029784227984/,低楼层(共22层)1室1厅,34.9平米,东北,,,0,1月前发布
842,绿地468四期套三双卫，精装修房，客厅带阳台,https://cd.ke.com/ershoufang/20013017710100102879.html,绿地468云玺四期,https://cd.ke.com/xiaoqu/1613470195003830/,高楼层(共39层),2015年建,3室2厅,107.91平米,南,3,1月前发布
843,天涯石红星国际带阳台双面采光,https://cd.ke.com/ershoufang/20013017710100101423.html,红星国际,https://cd.ke.com/xiaoqu/1611059130055/,低楼层(共31层),2012年建,1室0厅,51.97平米,南,1,1月前发布
844,塔子山精装套四，通透户型，安静不吵,https://cd.ke.com/ershoufang/20012917710100101773.html,塔子山壹号,https://cd.ke.com/xiaoqu/1611058895651/,低楼层(共33层),2015年建,4室1厅,138.71平米,东,21,1月前发布
845,绿地468公馆二期居家装修套三！！！,https://cd.ke.com/ershoufang/20012717710100100338.html,绿地468公馆二期,https://cd.ke.com/xiaoqu/1611100276106/,中楼层(共33层),2015年建,3室2厅,89平米,北东北,2,1月前发布
846,乐天圣苑4室1厅东南,https://cd.ke.com/ershoufang/20012617710100100593.html,乐天圣苑,https://cd.ke.com/xiaoqu/1611064002806/,高楼层(共40层),2017年建,4室1厅,136平米,东南,1,1月前发布
847,锦江城市花园二期居家装修套二,https://cd.ke.com/ershoufang/20012517710100100217.html,锦江城市花园二期,https://cd.ke.com/xiaoqu/1611041538906/,低楼层(共34层),2010年建,2室1厅,50.05平米,西北,18,1月前发布
848,城市理想1室0厅东,https://cd.ke.com/ershoufang/20012217710100102381.html,城市理想,https://cd.ke.com/xiaoqu/1611059198261/,高楼层(共28层),2010年建,1室0厅,42.37平米,东,0,1月前发布
849,锦江区大观地铁站旁锦江国际花园优质小套二,https://cd.ke.com/ershoufang/20012117710100108681.html,锦江国际花园,https://cd.ke.com/xiaoqu/1611062710807/,低楼层(共34层),2016年建,2室1厅,72.41平米,东南,2,1月前发布
850,华宇广场2室2厅西北,https://cd.ke.com/ershoufang/20012017710100122480.html,华宇广场,https://cd.ke.com/xiaoqu/1611062702646/,低楼层(共18层),2017年建,2室2厅,49平米,西北,3,1月前发布
851,财富中心2室1厅北,https://cd.ke.com/ershoufang/20012017710100120858.html,财富中心,https://cd.ke.com/xiaoqu/3011054635711/,中楼层(共30层),2005年建,2室1厅,60.21平米,北,23,1月前发布
852,华熙528盈都标准套二精装修户型方正,https://cd.ke.com/ershoufang/20012017710100120528.html,华熙528艺术村盈都,https://cd.ke.com/xiaoqu/1620028588386981/,高楼层(共32层)2室1厅,80平米,东南东北,,,4,1月前发布
853,万科城市花园标间有电梯不临街生活便利,https://cd.ke.com/ershoufang/20012017710100119246.html,万科城市花园,https://cd.ke.com/xiaoqu/1611057879617/,高楼层(共11层),2007年建,1室0厅,50.64平米,东南,1,1月前发布
854,此房满两年无增值税，户型通透，位置安静，采光好,https://cd.ke.com/ershoufang/20012017710100118529.html,蓝谷地一二期,https://cd.ke.com/xiaoqu/1611057996834/,低楼层(共11层),2006年建,3室2厅,120.31平米,东南,0,1月前发布
855,鑫苑名家一期优质套一哟走过路过不要错过看看不要钱。,https://cd.ke.com/ershoufang/20012017710100114257.html,鑫苑名家一期,https://cd.ke.com/xiaoqu/1611043165264/,中楼层(共35层),2011年建,1室0厅,41.09平米,东北,4,1月前发布
856,鑫苑名家一期优质套一优秀经纪人在线为您讲房哈哈,https://cd.ke.com/ershoufang/20012017710100114177.html,鑫苑名家一期,https://cd.ke.com/xiaoqu/1611043165264/,中楼层(共35层),2011年建,1室0厅,40.65平米,东北,2,1月前发布
857,上海东韵2室1厅北,https://cd.ke.com/ershoufang/20012017710100112013.html,上海东韵,https://cd.ke.com/xiaoqu/1611043073259/,高楼层(共32层),2012年建,2室1厅,68.25平米,北,3,1月前发布
858,四海逸家二期对中庭中间楼层有装修东南朝向,https://cd.ke.com/ershoufang/20012017710100110133.html,四海逸家二期,https://cd.ke.com/xiaoqu/1611043076880/,低楼层(共34层),2013年建,4室2厅,124平米,东南,0,1月前发布
859,精装修并且保养好，对中庭安静。,https://cd.ke.com/ershoufang/20012017710100107631.html,华都美林湾,https://cd.ke.com/xiaoqu/1611043094092/,中楼层(共30层),2012年建,2室2厅,89.66平米,东南,16,1月前发布
860,康郡精装套三带阳台采光好无噪音交通方便,https://cd.ke.com/ershoufang/20012017710100101545.html,康郡,https://cd.ke.com/xiaoqu/3011053459346/,低楼层(共11层),2007年建,3室1厅,125.88平米,西南,6,1月前发布
861,居家装修套二户型方正随时可看,https://cd.ke.com/ershoufang/20011917710100137948.html,鑫苑名家二期,https://cd.ke.com/xiaoqu/1611047301096/,高楼层(共34层),2012年建,2室1厅,64.41平米,西南,1,1月前发布
862,河景两居室，带地暖，有钥匙可以预约看房。,https://cd.ke.com/ershoufang/20011917710100131145.html,都会风尚,https://cd.ke.com/xiaoqu/1611041510720/,中楼层(共32层),2009年建,2室1厅,89.1平米,西南,2,1月前发布
863,住家套二装修保养好户型方正视野开阔,https://cd.ke.com/ershoufang/20011917710100130995.html,经典坐标,https://cd.ke.com/xiaoqu/1611061036632/,中楼层(共18层),2003年建,2室1厅,72平米,南,5,1月前发布
864,精装套三，中间楼层，采光好。户型方正。,https://cd.ke.com/ershoufang/20011917710100130381.html,海棠佳苑,https://cd.ke.com/xiaoqu/169894157102319/,中楼层(共32层)3室1厅,87.94平米,南,,,0,1月前发布
865,鑫苑名家二期简装套二，高楼层，带阳台,https://cd.ke.com/ershoufang/20011917710100127781.html,鑫苑名家二期,https://cd.ke.com/xiaoqu/1611047301096/,中楼层(共40层),2012年建,2室1厅,85.61平米,东南,0,1月前发布
866,万科金色城市2室2厅东北,https://cd.ke.com/ershoufang/20011917710100124836.html,万科金色城市,https://cd.ke.com/xiaoqu/1611064018200/,中楼层(共27层)2室2厅,72.57平米,东北,,,4,1月前发布
867,华都美林湾装修三居室，家电家具齐全,https://cd.ke.com/ershoufang/20011917710100121999.html,华都美林湾,https://cd.ke.com/xiaoqu/1611043094092/,高楼层(共28层),2012年建,4室1厅,139.66平米,东南,1,1月前发布
868,中新街60号2室1厅东,https://cd.ke.com/ershoufang/20011917710100117683.html,中新街60号,https://cd.ke.com/xiaoqu/1613305835434659/,高楼层(共7层),1994年建,2室1厅,81.6平米,东,5,1月前发布
869,梨花街1号2室1厅东,https://cd.ke.com/ershoufang/20011917710100107039.html,梨花街1号,https://cd.ke.com/xiaoqu/1611062334263/,低楼层(共7层),1989年建,2室1厅,68.46平米,东,13,1月前发布
870,橡树林一期套三双卫，正对中庭安静不吵,https://cd.ke.com/ershoufang/20011917710100106333.html,望江橡树林一期,https://cd.ke.com/xiaoqu/1611041736706/,低楼层(共34层),2009年建,3室1厅,113平米,北,5,1月前发布
871,梨花街1号3室1厅北,https://cd.ke.com/ershoufang/20011917710100106091.html,梨花街1号,https://cd.ke.com/xiaoqu/1611062334263/,高楼层(共7层),1989年建,3室1厅,86.68平米,北,3,1月前发布
872,东方新城一期1室0厅东,https://cd.ke.com/ershoufang/20011817710100145385.html,东方新城一期,https://cd.ke.com/xiaoqu/1611041509062/,中楼层(共12层),2007年建,1室0厅,37.17平米,东,0,1月前发布
873,东湖国际精装跃层套三，诚心出售,https://cd.ke.com/ershoufang/20011817710100142481.html,东湖国际,https://cd.ke.com/xiaoqu/1611043090288/,中楼层(共33层),2012年建,3室2厅,89平米,东南,8,1月前发布
874,翡翠城二期对中庭安静标准套三。,https://cd.ke.com/ershoufang/20011817710100138610.html,翡翠城二期,https://cd.ke.com/xiaoqu/1611043129257/,低楼层(共22层),2006年建,3室2厅,152.77平米,东南,5,1月前发布
875,九眼桥套三满五带屋顶大花园储藏室地下车位精装,https://cd.ke.com/ershoufang/20011817710100138114.html,蜀光新城二期,https://cd.ke.com/xiaoqu/1611042038605/,高楼层(共18层),2009年建,3室1厅,96.13平米,东北,9,1月前发布
876,四海逸家中间楼层标准套四居家装修直接入住,https://cd.ke.com/ershoufang/20011817710100135888.html,四海逸家二期,https://cd.ke.com/xiaoqu/1611043076880/,高楼层(共34层),2013年建,4室2厅,87.45平米,西北,2,1月前发布
877,俊发星雅俊园1室1厅东南,https://cd.ke.com/ershoufang/20011817710100125429.html,俊发星雅俊园,https://cd.ke.com/xiaoqu/1611060973372/,高楼层(共20层),2015年建,1室1厅,41平米,东南,0,1月前发布
878,锦江国际花园精装套三对中庭安静,https://cd.ke.com/ershoufang/20011817710100119015.html,锦江国际花园,https://cd.ke.com/xiaoqu/1611062710807/,高楼层(共42层),2016年建,3室1厅,84.09平米,东南,18,1月前发布
879,恒大中间楼层套三，自己居家装修保养好户型方正,https://cd.ke.com/ershoufang/20011817710100112427.html,恒大都汇华庭,https://cd.ke.com/xiaoqu/1611061104258/,中楼层(共50层),2015年建,3室1厅,128平米,东,6,1月前发布
880,翡翠城五期负一楼车位，随时可看,https://cd.ke.com/ershoufang/20011817710100106016.html,翡翠城五期,https://cd.ke.com/xiaoqu/1611043088693/,地下室(共层),2011年建,厅室未知,29.71平米,东南,0,1月前发布
881,万科金色城市装修套二高楼层看房方便,https://cd.ke.com/ershoufang/20011817710100103646.html,万科金色城市,https://cd.ke.com/xiaoqu/1611064018200/,中楼层(共35层),2015年建,2室2厅,72.05平米,西北,0,1月前发布
882,中新横街12号3室1厅东西,https://cd.ke.com/ershoufang/20011717710100180122.html,中新横街12号,https://cd.ke.com/xiaoqu/1616687696743384/,高楼层(共7层),1990年建,3室1厅,102.69平米,东西,0,1月前发布
883,比华利国际城标准套二单卫对中通安静随时看房,https://cd.ke.com/ershoufang/20011717710100179743.html,比华利国际城一期,https://cd.ke.com/xiaoqu/3011053484408/,低楼层(共26层),2008年建,2室2厅,96.99平米,东南,43,1月前发布
884,东洪广厦3室2厅东南,https://cd.ke.com/ershoufang/20011717710100178171.html,东洪广厦,https://cd.ke.com/xiaoqu/1611047641103/,中楼层(共32层),2013年建,3室2厅,88.06平米,东南,2,1月前发布
885,茂业豪园1室0厅南,https://cd.ke.com/ershoufang/20011717710100177534.html,茂业豪园,https://cd.ke.com/xiaoqu/1620029784227984/,中楼层(共22层)1室0厅,34.91平米,南,,,0,1月前发布
886,茂业豪园1室0厅南,https://cd.ke.com/ershoufang/20011717710100177299.html,茂业豪园,https://cd.ke.com/xiaoqu/1620029784227984/,中楼层(共22层)1室0厅,27.79平米,南,,,0,1月前发布
887,成都市锦江区牛王庙套二在售，有装修,https://cd.ke.com/ershoufang/20011717710100176346.html,晶蓝半岛二期,https://cd.ke.com/xiaoqu/1611041544330/,低楼层(共26层),2008年建,2室1厅,89平米,东,0,1月前发布
888,望江橡树林精装套一。可拎包入住,https://cd.ke.com/ershoufang/20011717710100174315.html,望江橡树林一期,https://cd.ke.com/xiaoqu/1611041736706/,中楼层(共34层),2009年建,1室1厅,53.4平米,东,4,1月前发布
889,东城拐下街房东诚心套二出售看房方便,https://cd.ke.com/ershoufang/20011717710100168835.html,东城拐下街29号,https://cd.ke.com/xiaoqu/1611060087741/,高楼层(共7层),1990年建,2室1厅,54.57平米,南北,0,1月前发布
890,星雅俊园精装修套三出售，朝西南对小区中庭,https://cd.ke.com/ershoufang/20011717710100168575.html,俊发星雅俊园,https://cd.ke.com/xiaoqu/1611060973372/,高楼层(共33层),2015年建,3室1厅,86.7平米,南,13,1月前发布
891,1.5环二号线牛市口地铁站套二单价低交通便利,https://cd.ke.com/ershoufang/20011717710100166847.html,水碾河路6号,https://cd.ke.com/xiaoqu/1611043142374/,中楼层(共6层)2室1厅,65.49平米,东,,,6,1月前发布
892,俊发星雅俊园1室1厅东南,https://cd.ke.com/ershoufang/20011717710100166725.html,俊发星雅俊园,https://cd.ke.com/xiaoqu/1611060973372/,中楼层(共37层),2015年建,1室1厅,40平米,东南,1,1月前发布
893,此房满两年，2016年装修，居家装修，自住，保养很好。,https://cd.ke.com/ershoufang/20011717710100163356.html,锦江城市花园三期,https://cd.ke.com/xiaoqu/1611047140791/,高楼层(共34层),2011年建,3室1厅,74.32平米,东南,0,1月前发布
894,万科金色城市精装修套三，满两年，对中庭,https://cd.ke.com/ershoufang/20011717710100159674.html,万科金色城市,https://cd.ke.com/xiaoqu/1611064018200/,中楼层(共35层),2016年建,3室2厅,86.67平米,东北,18,1月前发布
895,ICC天曜通透型套三双卫户型，精装修，满两年,https://cd.ke.com/ershoufang/20011717710100158766.html,ICC天曜,https://cd.ke.com/xiaoqu/1611063595516/,中楼层(共34层),2015年建,3室2厅,152.18平米,南北,5,1月前发布
896,卓锦城五期好房出售，装修保养不错,https://cd.ke.com/ershoufang/20011717710100153399.html,卓锦城五期,https://cd.ke.com/xiaoqu/1611047075758/,高楼层(共29层),2012年建,3室1厅,86.58平米,西北,0,1月前发布
897,太古里金府花园正规大套三主卧带阳台采光好看河景,https://cd.ke.com/ershoufang/20011717710100152568.html,金府花园,https://cd.ke.com/xiaoqu/1611043344612/,低楼层(共28层),2004年建,3室2厅,152.36平米,东南,1,1月前发布
898,锦蓉佳苑3室2厅东,https://cd.ke.com/ershoufang/20011717710100152142.html,锦蓉佳苑,https://cd.ke.com/xiaoqu/1611047607016/,中楼层(共32层),2014年建,3室2厅,97.8平米,东,2,1月前发布
899,嘉和园二期1室1厅东南,https://cd.ke.com/ershoufang/20011717710100151265.html,嘉和园二期,https://cd.ke.com/xiaoqu/3011053514186/,高楼层(共6层),2002年建,1室1厅,44.51平米,东南,4,1月前发布
900,东城美地温馨小套三，居家装修，随时可以拎包入住。,https://cd.ke.com/ershoufang/20011717710100150851.html,东城美地,https://cd.ke.com/xiaoqu/3011053220386/,高楼层(共34层)3室1厅,60.15平米,西南,,,45,1月前发布
901,户型方正，视野开阔，采光好无遮挡,https://cd.ke.com/ershoufang/20011717710100149299.html,经典坐标,https://cd.ke.com/xiaoqu/1611061036632/,高楼层(共18层),2003年建,2室1厅,79.42平米,东北,5,1月前发布
902,华宇广场1室1厅东南,https://cd.ke.com/ershoufang/20011717710100137372.html,华宇广场,https://cd.ke.com/xiaoqu/1611062702646/,高楼层(共17层),2017年建,1室1厅,56.77平米,东南,0,1月前发布
903,锦江区红星路一段+五昭路9号+小套三,https://cd.ke.com/ershoufang/20011717710100135210.html,五昭路9号,https://cd.ke.com/xiaoqu/1611059773690/,中楼层(共6层),1993年建,3室1厅,63.76平米,东南,5,1月前发布
904,精装套一，从未出租过，家具家电全新,https://cd.ke.com/ershoufang/20011717710100135196.html,蓝润V客东都二期,https://cd.ke.com/xiaoqu/1620027206841027/,高楼层(共35层),2017年建,1室1厅,23.48平米,西,0,1月前发布
905,精装套二在售，直接拎包入住。房东诚心出售,https://cd.ke.com/ershoufang/20011717710100134868.html,鑫苑名家二期,https://cd.ke.com/xiaoqu/1611047301096/,低楼层(共34层),2012年建,2室1厅,64.41平米,南,0,1月前发布
906,红星国际+满年年+小户型+带阳台,https://cd.ke.com/ershoufang/20011717710100117166.html,红星国际,https://cd.ke.com/xiaoqu/1611059130055/,中楼层(共31层),2012年建,1室0厅,40.54平米,西南,3,1月前发布
907,万科品质精装套三诚心出售,https://cd.ke.com/ershoufang/20011717710100109037.html,万科金润华府,https://cd.ke.com/xiaoqu/1611057882526/,低楼层(共35层),2012年建,3室1厅,73.82平米,南北,52,1月前发布
908,绿地468云玺四期清水套三,https://cd.ke.com/ershoufang/20011717710100108181.html,绿地468云玺四期,https://cd.ke.com/xiaoqu/1613470195003830/,高楼层(共40层),2015年建,3室2厅,89.12平米,东南,2,1月前发布
909,娇子一号清水套三楼层好位置安静,https://cd.ke.com/ershoufang/20011717710100105825.html,首创娇子1号,https://cd.ke.com/xiaoqu/166872826916790/,低楼层(共34层),2018年建,3室1厅,75平米,南,30,1月前发布
910,正成翡翠琉璃标准车位很好找的车位,https://cd.ke.com/ershoufang/20011717710100102190.html,正成翡翠琉璃,https://cd.ke.com/xiaoqu/3011052712988/,地下室(共层)1室0厅,29.58平米,南,,,0,1月前发布
911,锦华万达旁！标准套三！前后对中庭！,https://cd.ke.com/ershoufang/20011617710100306519.html,锦洲花园,https://cd.ke.com/xiaoqu/1611041541147/,高楼层(共6层),2004年建,3室1厅,81.99平米,西北,7,1月前发布
912,成都市锦江区一环路小套二在售，有装修,https://cd.ke.com/ershoufang/20011617710100211150.html,天紫界,https://cd.ke.com/xiaoqu/1611043058189/,低楼层(共55层),2011年建,2室2厅,57.93平米,东南,0,1月前发布
913,（带30平花园和储物间）大套二温馨婚房精装有庭院,https://cd.ke.com/ershoufang/20011617710100508890.html,水碾河南三街41号,https://cd.ke.com/xiaoqu/1611042505489/,低楼层(共7层),1990年建,2室1厅,42.91平米,南,42,1月前发布
